stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1734,1734,"DOON VALLEY / ORCHARD MILL",,  43.391204, -80.409812,,,0,
1735,1735,"DOON VALLEY / PINNACLE",,  43.390215, -80.413489,,,0,
1736,1736,"PINNACLE / DOON VALLEY",,  43.390026, -80.415305,,,0,
1737,1737,"PINNACLE / AMHERST",,  43.391401, -80.414749,,,0,
1738,1738,"PINNACLE / OLD MILL",,  43.393325, -80.414138,,,0,
1739,1739,"OLD MILL / ROOS",,  43.394215, -80.417512,,,0,
1740,1740,"GREEN VALLEY / MILL PARK",,  43.395970, -80.426078,,,0,
1741,1741,"GREEN VALLEY / ARROWHEAD",,  43.395539, -80.428304,,,0,
1742,1742,"GREEN VALLEY / PIONEER",,  43.396105, -80.429756,,,0,
1743,1743,"PIONEER / HOMER WATSON",,  43.395646, -80.431637,,,0,
1744,1744,"PIONEER / OLD CARRIAGE",,  43.394279, -80.433663,,,0,place_PPZ
1745,1745,"PIONEER / BECHTEL",,  43.393529, -80.436893,,,0,
1746,1746,"PIONEER / BECHTEL",,  43.393656, -80.436990,,,0,
1747,1747,"PIONEER / UPPER CANADA",,  43.394120, -80.441715,,,0,
1748,1748,"PIONEER / DOON VILLAGE",,  43.395318, -80.445544,,,0,
1749,1749,"PIONEER / PERIN",,  43.394278, -80.448283,,,0,
1750,1750,"PIONEER / BLACK WALNUT",,  43.391642, -80.450690,,,0,
1751,1751,"BECHTEL / SABRINA",,  43.389129, -80.448539,,,0,
1752,1752,"BECHTEL / ANVIL",,  43.389991, -80.444383,,,0,
1753,1753,"DOON VILLAGE / BECHTEL",,  43.391890, -80.440600,,,0,
1754,1754,"Doon Village / Wheatfield Park",,  43.393580, -80.443622,,,0,
1755,1755,"DOON VILLAGE / FARRIER",,  43.398286, -80.446703,,,0,
1756,1756,"MANITOU / CAYUGA",,  43.401848, -80.447695,,,0,
1757,1757,"334 MANITOU",,  43.405480, -80.448354,,,0,
1758,1758,"MANITOU / WABANAKI",,  43.406948, -80.448538,,,0,
1759,1759,"WABANAKI / KEVCO",,  43.408779, -80.443458,,,0,
1760,1760,"WABANAKI / WILSON",,  43.409263, -80.441280,,,0,
1761,1761,"WILSON / WABANAKI",,  43.410886, -80.441722,,,0,
1762,1762,"808 WILSON",,  43.413464, -80.442316,,,0,
1763,1763,"WILSON / GOODRICH",,  43.415400, -80.442273,,,0,
1764,1764,"WILSON / FAIRWAY",,  43.420786, -80.442557,,,0,
1765,1765,"FOREST GLEN TERMINAL",,  43.413916, -80.478848,,,0,place_FGP
1766,1766,"FOREST GLEN TERMINAL",,  43.414114, -80.478896,,,0,place_FGP
1767,1767,"FOREST GLEN TERMINAL",,  43.414259, -80.478957,,,0,place_FGP
1768,1768,"FOREST GLEN TERMINAL",,  43.414457, -80.479029,,,0,place_FGP
1769,1769,"FOREST GLEN TERMINAL",,  43.414384, -80.478894,,,0,place_FGP
1770,1770,"FOREST GLEN TERMINAL",,  43.414204, -80.478858,,,0,place_FGP
1771,1771,"FOREST GLEN TERMINAL",,  43.414051, -80.478810,,,0,place_FGP
1772,1772,"FOREST GLEN TERMINAL",,  43.413889, -80.478762,,,0,place_FGP
1773,1773,"STRASBURG / OLD COUNTRY",,  43.410869, -80.476219,,,0,
1774,1774,"STRASBURG / BLEAMS",,  43.407398, -80.475150,,,0,
1775,1775,"STRASBURG / BLEAMS",,  43.406406, -80.474825,,,0,
1776,1776,"STRASBURG / SHOEMAKER",,  43.405621, -80.474412,,,0,
1777,1777,"MCINTYRE / STRASBURG",,  43.404468, -80.474397,,,0,
1778,1778,"MCINTYRE / MCBRINE",,  43.402996, -80.477349,,,0,
1779,1779,"222 MCINTYRE",,  43.402874, -80.480326,,,0,
1780,1780,"MCINTYRE / TRILLIUM",,  43.403454, -80.485039,,,0,
1781,1781,"TRILLIUM / WASHBURN",,  43.401052, -80.485479,,,0,
1782,1782,"TRILLIUM / NATURAL AREA",,  43.398938, -80.482113,,,0,
1783,1783,"680 TRILLIUM",,  43.398935, -80.477371,,,0,
1784,1784,"TRILLIUM / MCBRINE",,  43.399792, -80.473808,,,0,
1785,1785,"TRILLIUM / STRASBURG",,  43.400974, -80.468499,,,0,
1786,1786,"TRILLIUM / SHOEMAKER",,  43.401602, -80.466172,,,0,
1787,1787,"TRILLIUM / ADAM FERRIE",,  43.402246, -80.463326,,,0,
1788,1788,"TRILLIUM / STECKLE",,  43.402693, -80.460642,,,0,
1789,1789,"TRILLIUM / TRILLIUM PARK",,  43.399859, -80.459260,,,0,
1790,1790,"END OF GROFF",,  43.398732, -80.460752,,,0,
1791,1791,"TRILLIUM / GROFF",,  43.399200, -80.458858,,,0,
1792,1792,"TRILLIUM / STECKLE",,  43.402212, -80.459795,,,0,
1793,1793,"TRILLIUM / ADAM FERRIE",,  43.402548, -80.462397,,,0,
1794,1794,"TRILLIUM / SHOEMAKER",,  43.401720, -80.466245,,,0,
1795,1795,"TRILLIUM / STRASBURG",,  43.401029, -80.468647,,,0,
1796,1796,"TRILLIUM / MCBRINE",,  43.399996, -80.473262,,,0,
1797,1797,"640 TRILLIUM",,  43.399326, -80.476207,,,0,
1798,1798,"830 TRILLIUM",,  43.399047, -80.482149,,,0,
1799,1799,"TRILLIUM / WASHBURN",,  43.401485, -80.485648,,,0,
1800,1800,"MCINTYRE / TRILLIUM",,  43.403288, -80.484262,,,0,
1801,1801,"221 MCINTYRE",,  43.402747, -80.480043,,,0,
1802,1802,"MCINTYRE / MCBRINE",,  43.403057, -80.476867,,,0,
1803,1803,"MCINTYRE / STRASBURG",,  43.404466, -80.474063,,,0,
1804,1804,"STRASBURG / MCINTYRE",,  43.404175, -80.473436,,,0,
1805,1805,"STRASBURG / TRILLIUM",,  43.401749, -80.468579,,,0,
1806,1806,"STRASBURG / BATTLER",,  43.398637, -80.467544,,,0,
1807,1807,"HURON HEIGHTS S.S.",,  43.394623, -80.467950,,,0,place_HHS
1808,1808,"STRASBURG / HURON",,  43.392592, -80.466782,,,0,
1809,1809,"BATTLER / OLD HURON",,  43.395961, -80.461443,,,0,
1810,1810,"OLD HURON / MAXWELL",,  43.397206, -80.457937,,,0,
1811,1811,"BIEHN / CARLYLE",,  43.396014, -80.455503,,,0,
1812,1812,"BIEHN / MAXWELL",,  43.394394, -80.455555,,,0,
1820,1820,"BLACK WALNUT / BIEHN",,  43.393131, -80.455158,,,0,
1821,1821,"BLACK WALNUT",,  43.392519, -80.453361,,,0,
1822,1822,"BLACK WALNUT / PIONEER",,  43.391354, -80.450680,,,0,
1823,1823,"BECHTEL / DOON VILLAGE",,  43.391950, -80.439932,,,0,
1824,1824,"PIONEER / OLD CARRIAGE",,  43.393894, -80.434234,,,0,
1825,1825,"OLD CARRIAGE",,  43.392085, -80.432597,,,0,
1826,1826,"100 OLD CARRIAGE",,  43.391303, -80.431098,,,0,
1827,1827,"OLD CARRIAGE / HOMER WATSON",,  43.390945, -80.427854,,,0,
1828,1828,"OLD CARRIAGE / HOMER WATSON",,  43.391018, -80.428051,,,0,
1829,1829,"119 OLD CARRIAGE",,  43.391493, -80.431281,,,0,
1830,1830,"OLD CARRIAGE / PIONEER",,  43.393691, -80.433310,,,0,
1831,1831,"BECHTEL / DOON VILLAGE",,  43.391827, -80.440427,,,0,
1832,1832,"BLACK WALNUT / PIONEER",,  43.391510, -80.451185,,,0,
1833,1833,"BLACK WALNUT / CARLYLE",,  43.392791, -80.453581,,,0,
1834,1834,"BLACK WALNUT / BIEHN",,  43.393249, -80.455269,,,0,
1835,1835,"BIEHN / CARLYLE",,  43.395473, -80.455372,,,0,
1836,1836,"BIEHN / OLD HURON",,  43.397159, -80.455629,,,0,
1837,1837,"OLD HURON / MAXWELL",,  43.397260, -80.458134,,,0,
1838,1838,"OLD HURON / BATTLER",,  43.395921, -80.460579,,,0,
1839,1839,"HURON / HURON",,  43.392641, -80.465720,,,0,
1840,1840,"HURON HEIGHTS S.S.",,  43.394875, -80.467849,,,0,place_HHS
1841,1841,"STRASBURG / BATTLER",,  43.398699, -80.467297,,,0,
1842,1842,"STRASBURG / TRILLIUM",,  43.400944, -80.467870,,,0,
1843,1843,"1455 STRASBURG",,  43.402653, -80.469423,,,0,
1844,1844,"STRASBURG / MCINTYRE",,  43.404554, -80.473618,,,0,
1845,1845,"STRASBURG / SHOEMAKER",,  43.405981, -80.474384,,,0,
1846,1846,"BLEAMS / CENTURY HILL",,  43.408893, -80.465614,,,0,
1847,1847,"BLEAMS / HOMER WATSON",,  43.410343, -80.459895,,,0,
1848,1848,"BLEAMS / OTONABEE",,  43.412208, -80.452406,,,0,
1850,1850,"MANITOU / WEBSTER",,  43.416368, -80.450652,,,0,
1851,1851,"FAIRWAY / FOOD BASICS",,  43.419480, -80.451735,,,0,
1852,1852,"589 FAIRWAY",,  43.419979, -80.448729,,,0,
1853,1853,"FAIRWAY / WILSON",,  43.420522, -80.445623,,,0,
1854,1854,"FAIRWAY / WILSON",,  43.420867, -80.444335,,,0,
1855,1855,"500 FAIRWAY",,  43.420377, -80.447354,,,0,
1856,1856,"FAIRWAY / FOOD BASICS",,  43.419677, -80.451486,,,0,
1857,1857,"MANITOU / FAIRWAY",,  43.418271, -80.453080,,,0,
1858,1858,"MANITOU / WEBSTER",,  43.416415, -80.450948,,,0,
1859,1859,"MANITOU / CRESS",,  43.415626, -80.449855,,,0,
1861,1861,"BLEAMS / OTONABEE",,  43.412290, -80.452640,,,0,
1862,1862,"BLEAMS / HOMER WATSON",,  43.410478, -80.459919,,,0,
1863,1863,"BLEAMS / CENTURY HILL",,  43.408781, -80.466702,,,0,
1864,1864,"STRASBURG / BLEAMS",,  43.407640, -80.475024,,,0,
1865,1865,"STRASBURG / OLD COUNTRY",,  43.411049, -80.476069,,,0,
1866,1866,"THALER / FAIRWAY",,  43.434146, -80.431117,,,0,
1869,1869,"KINZIE / WALKER",,  43.433093, -80.436625,,,0,
1870,1870,"WEBER / KINZIE",,  43.432476, -80.439312,,,0,
1871,1871,"WEBER / FERGUS",,  43.433670, -80.442192,,,0,
1872,1872,"WEBER / ARLINGTON",,  43.433645, -80.444564,,,0,
1873,1873,"WEBER / FRANKLIN",,  43.434506, -80.447510,,,0,
1874,1874,"WEBER / EULER",,  43.435603, -80.450984,,,0,place_WSS
1875,1875,"WEBER / WILFRED",,  43.436279, -80.453054,,,0,
1876,1876,"WEBER / ROSS",,  43.437125, -80.454739,,,0,
1877,1877,"MONTGOMERY / WEBER",,  43.437738, -80.458750,,,0,
1878,1878,"KING / MONTGOMERY",,  43.437502, -80.460247,,,0,
1880,1880,"KING / ROCKWAY CENTRE",,  43.439836, -80.466293,,,0,
1881,1881,"KING / SYDNEY",,  43.441157, -80.469717,,,0,
1882,1882,"KING / OTTAWA",,  43.442123, -80.472069,,,0,
1883,1883,"KING / BORDEN",,  43.442777, -80.473497,,,0,
1884,1884,"KING / STIRLING",,  43.444179, -80.476735,,,0,
1885,1885,"KING / PANDORA",,  43.445188, -80.478765,,,0,
1886,1886,"KING / CAMERON",,  43.446079, -80.480636,,,0,
1887,1887,"KING / CEDAR",,  43.447344, -80.483579,,,0,
1888,1888,"KING / FREDERICK",,  43.449135, -80.487370,,,0,
1889,1889,"KING / QUEEN",,  43.449708, -80.488700,,,0,
1890,1890,"KING / ONTARIO",,  43.450437, -80.490610,,,0,
1891,1891,"KING / COLLEGE",,  43.451504, -80.493728,,,0,
1892,1892,"KING / FRANCIS",,  43.452289, -80.496119,,,0,
1893,1893,"KING / VICTORIA",,  43.452855, -80.497931,,,0,
1901,1901,"KING / VICTORIA",,  43.452639, -80.497774,,,0,
1903,1903,"VICTORIA / MARGARET",,  43.456228, -80.489186,,,0,
1904,1904,"KING / ALLEN",,  43.460266, -80.518958,,,0,
1905,1905,"KING / WILLIAM",,  43.461681, -80.521271,,,0,
1906,1906,"UPTOWN WATERLOO",,  43.463835, -80.521885,,,0,place_KWS
1908,1908,"KING / ERB",,  43.465332, -80.522306,,,0,
1909,1909,"KING / BRIDGEPORT",,  43.467892, -80.523002,,,0,
1910,1910,"KING / ELGIN",,  43.470100, -80.523579,,,0,
1911,1911,"KING / MARSHALL",,  43.472470, -80.524054,,,0,
1912,1912,"VICTORIA / MARGARET",,  43.456550, -80.488844,,,0,
1913,1913,"KING / UNIVERSITY",,  43.476039, -80.524793,,,0,place_KUN
1914,1914,"KING / HICKORY",,  43.477724, -80.525163,,,0,
1915,1915,"KING / COLUMBIA",,  43.481798, -80.526009,,,0,
1916,1916,"KING / WEBER",,  43.484988, -80.526677,,,0,
1917,1917,"KING / BLUE SPRINGS",,  43.487476, -80.527263,,,0,
1918,1918,"MANULIFE",,  43.491207, -80.528026,,,0,
1919,1919,"King / Hwy 85 Ramp",,  43.494394, -80.528656,,,0,
1920,1920,"NORTHFIELD / WISSLER",,  43.505207, -80.525554,,,0,
1921,1921,"VICTORIA / WEBER",,  43.454957, -80.493641,,,0,
1922,1922,"BRIDGE / LABRADOR",,  43.510016, -80.519244,,,0,
1923,1923,"VICTORIA / LANCASTER",,  43.458590, -80.482151,,,0,
1924,1924,"VICTORIA / LANCASTER",,  43.458805, -80.482176,,,0,
1925,1925,"BRIDGE / EASTBRIDGE",,  43.503574, -80.509199,,,0,
1926,1926,"EASTBRIDGE / CABOT",,  43.504478, -80.505342,,,0,
1927,1927,"EASTBRIDGE / BONAVISTA",,  43.506124, -80.501931,,,0,
1928,1928,"EASTBRIDGE / BONAVISTA",,  43.508594, -80.500488,,,0,
1929,1929,"EASTBRIDGE / NEW BEDFORD",,  43.510620, -80.500484,,,0,
1930,1930,"VICTORIA / WEBER",,  43.454622, -80.494106,,,0,
1931,1931,"UNIVERSITY / LEXINGTON",,  43.504291, -80.496639,,,0,
1932,1932,"LACKNER / KEEWATIN",,  43.464899, -80.436915,,,0,
1933,1933,"LACKNER / KEEWATIN",,  43.464871, -80.436652,,,0,
1935,1935,"VICTORIA / FREDERICK",,  43.466295, -80.457952,,,0,
1936,1936,"VICTORIA / RIVER",,  43.464277, -80.464003,,,0,
1937,1937,"VICTORIA / RIVER",,  43.464405, -80.464389,,,0,
1941,1941,"BRIDGE / BRIDLE",,  43.485339, -80.488595,,,0,
1942,1942,"BRIDGE / WOOLWICH",,  43.482763, -80.484761,,,0,
1943,1943,"LANCASTER / JONES",,  43.481594, -80.483139,,,0,
1944,1944,"LANCASTER / GENERAL",,  43.479277, -80.484531,,,0,
1945,1945,"LANCASTER / LANG",,  43.478062, -80.484505,,,0,
1946,1946,"BRIDGEPORT / LANCASTER",,  43.476507, -80.485124,,,0,
1947,1947,"BRIDGEPORT / MACKIE",,  43.475544, -80.487333,,,0,
1948,1948,"BRIDGEPORT / LANG",,  43.474945, -80.490280,,,0,
1949,1949,"BRIDGEPORT / GOLDBECK",,  43.472560, -80.498720,,,0,
1950,1950,"BRIDGEPORT / BLUEVALE",,  43.472508, -80.501156,,,0,
1951,1951,"BRIDGEPORT / MARGARET",,  43.472352, -80.504595,,,0,
1952,1952,"BRIDGEPORT / ELLIS",,  43.471637, -80.508025,,,0,
1954,1954,"BRIDGEPORT / WEBER",,  43.469833, -80.513653,,,0,
1955,1955,"BRIDGEPORT / DEVITT",,  43.469165, -80.515241,,,0,
1956,1956,"BRIDGEPORT / PEPPLER",,  43.468114, -80.520256,,,0,
1957,1957,"KING / BRIDGEPORT",,  43.467334, -80.523081,,,0,
1962,1962,"ERB / WELLS",,  43.463213, -80.528132,,,0,
1963,1963,"ERB / AVONDALE",,  43.462258, -80.530328,,,0,
1964,1964,"ERB / BEVERLEY",,  43.461152, -80.532908,,,0,
1965,1965,"ERB / DIETZ",,  43.460171, -80.535153,,,0,
1966,1966,"ERB / WESTMOUNT",,  43.459047, -80.537757,,,0,
1967,1967,"ERB / MCDOUGALL",,  43.457446, -80.540501,,,0,
1968,1968,"ERB / MULBERRY",,  43.456508, -80.542362,,,0,
1969,1969,"ERB / AMOS",,  43.455364, -80.546096,,,0,
1970,1970,"ERB / CULPEPPER",,  43.454629, -80.547543,,,0,
1971,1971,"ERB / CHURCHILL",,  43.453374, -80.551137,,,0,
1972,1972,"FISCHER-HALLMAN / ERB",,  43.452906, -80.553686,,,0,
1974,1974,"KEATS WAY / SANDFORD FLEMING",,  43.455992, -80.562204,,,0,
1975,1975,"KEATS WAY / SANDFORD FLEMING",,  43.456956, -80.564905,,,0,
1976,1976,"KEATS WAY / LEIGHLAND",,  43.457636, -80.568324,,,0,
1977,1977,"KEATS WAY / BEECHWOOD",,  43.456692, -80.571037,,,0,
1978,1978,"KEATS WAY / ERBSVILLE",,  43.455908, -80.573280,,,0,
1979,1979,"PATH TO LAUSANNE",,  43.453269, -80.572059,,,0,
1980,1980,"ERBSVILLE / BRANDENBURG",,  43.451329, -80.572188,,,0,
1981,1981,"ERBSVILLE / CHABLIS",,  43.450035, -80.572765,,,0,
1982,1982,"QUEEN / WOODSIDE",,  43.441701, -80.497316,,,0,
1983,1983,"ERB / ERBSVILLE CRT",,  43.448019, -80.566044,,,0,
1984,1984,"ERB / GATEVIEW",,  43.450834, -80.557832,,,0,
1985,1985,"GATEVIEW / WESTVALE",,  43.450049, -80.557613,,,0,
1986,1986,"WESTVALE / HEATHER HILL",,  43.448493, -80.558367,,,0,
1987,1987,"VICTORIA / EDNA",,  43.460814, -80.474929,,,0,
1988,1988,"WESTVALE / EDENVALLEY",,  43.445863, -80.560152,,,0,
1989,1989,"VICTORIA / NATCHEZ",,  43.469229, -80.448953,,,0,
1990,1990,"OLD ZELLER / ZELLER",,  43.454120, -80.411792,,,0,
1991,1991,"OLD ZELLER / EDEN OAK TRAIL",,  43.452806, -80.407750,,,0,
1992,1992,"FISCHER-HALLMAN / THORNDALE",,  43.448678, -80.550034,,,0,
1993,1993,"ZELLER / PEBBLECREEK",,  43.451058, -80.406680,,,0,
1994,1994,"ERB / FISCHER-HALLMAN",,  43.452597, -80.552836,,,0,
1995,1995,"ERB / ROOSEVELT",,  43.453844, -80.549328,,,0,
1996,1996,"ERB / CULPEPPER",,  43.454538, -80.547321,,,0,
1997,1997,"ERB / AMOS",,  43.455232, -80.545313,,,0,
1998,1998,"ERB / MCDOUGALL",,  43.456551, -80.541867,,,0,
1999,1999,"ERB / WESTMOUNT",,  43.459482, -80.536283,,,0,
2000,2000,"ERB / DIETZ",,  43.460687, -80.533603,,,0,
2001,2001,"ERB / ROSLIN",,  43.461481, -80.531731,,,0,
2002,2002,"ERB / AVONDALE",,  43.462480, -80.529448,,,0,
2003,2003,"ERB / EUCLID",,  43.463193, -80.527786,,,0,
2006,2006,"ERB / KING",,  43.465276, -80.521849,,,0,place_KWW
2007,2007,"ERB / WILLOW",,  43.465728, -80.518124,,,0,
2008,2008,"OLD ZELLER / FAIRWAY",,  43.448364, -80.404791,,,0,
2009,2009,"ERB / DEVITT",,  43.467336, -80.514027,,,0,
2010,2010,"ERB / WEBER",,  43.468649, -80.510436,,,0,
2011,2011,"ERB / ELLIS",,  43.470027, -80.506320,,,0,
2012,2012,"ERB / CARDINAL",,  43.470758, -80.502444,,,0,
2013,2013,"ERB / TERRYSTONE",,  43.471671, -80.499173,,,0,
2014,2014,"BRIDGEPORT / LEANDER",,  43.474933, -80.489539,,,0,
2015,2015,"BRIDGEPORT / MACKIE",,  43.475293, -80.487594,,,0,
2016,2016,"BRIDGEPORT / LANCASTER",,  43.476202, -80.485448,,,0,
2017,2017,"OLDFIELD / EDENBRIDGE",,  43.449248, -80.428804,,,0,
2018,2018,"ZELLER / SUSAN",,  43.452656, -80.420612,,,0,
2019,2019,"ZELLER / WILD MEADOW",,  43.453234, -80.417438,,,0,
2020,2020,"LANCASTER / LANG",,  43.477917, -80.484333,,,0,
2021,2021,"LANCASTER / GENERAL",,  43.479276, -80.484333,,,0,
2022,2022,"BRIDGE / WOOLWICH",,  43.482788, -80.484403,,,0,
2023,2023,"BRIDGE / BRIDLE TRAIL",,  43.485412, -80.488414,,,0,
2028,2028,"FAIRWAY / PEBBLECREEK",,  43.446700, -80.409043,,,0,
2031,2031,"FAIRWAY / PEBBLECREEK",,  43.446676, -80.408596,,,0,
2032,2032,"OLD ZELLER / FAIRWAY",,  43.448450, -80.404614,,,0,
2033,2033,"ZELLER / WATERVALE",,  43.451165, -80.406603,,,0,
2034,2034,"OLD ZELLER / EDEN OAK",,  43.453644, -80.408093,,,0,
2035,2035,"UNIVERSITY / LEXINGTON",,  43.504588, -80.496587,,,0,
2036,2036,"OLD ZELLER / ZELLER",,  43.454047, -80.412095,,,0,
2037,2037,"ZELLER / BROOKMEAD",,  43.453797, -80.415028,,,0,
2038,2038,"PATH TO ST. LUKE",,  43.508658, -80.500673,,,0,
2039,2039,"EASTBRIDGE / WINDJAMMER",,  43.505635, -80.503407,,,0,
2040,2040,"EASTBRIDGE / MAYFLOWER",,  43.504566, -80.505927,,,0,
2041,2041,"EASTBRIDGE / BRIDGE",,  43.503875, -80.509290,,,0,
2042,2042,"ZELLER / JANET",,  43.452735, -80.420972,,,0,
2043,2043,"ZELLER / LACKNER",,  43.450013, -80.423600,,,0,
2044,2044,"BRIDGE / LABRADOR",,  43.510133, -80.519119,,,0,
2056,2056,"OLDFIELD / EDENBRIDGE",,  43.449321, -80.428683,,,0,
2067,2067,"FROBISHER / DAVENPORT",,  43.505278, -80.529524,,,0,
2068,2068,"WEBER / NORTHFIELD",,  43.497600, -80.550463,,,0,
2069,2069,"NORTHLAKE / BLACK FOREST",,  43.502236, -80.556960,,,0,
2070,2070,"NORTHLAKE / FERN",,  43.501212, -80.559899,,,0,
2071,2071,"NORTHLAKE / TWINFLOWER",,  43.498976, -80.564022,,,0,
2072,2072,"NORTHLAKE / BURNING BUSH",,  43.497620, -80.567247,,,0,
2073,2073,"NORTHLAKE / CONSERVATION",,  43.495616, -80.566012,,,0,
2074,2074,"CONSERVATION / WESTMOUNT",,  43.494306, -80.569658,,,0,
2075,2075,"CONSERVATION / COLDSTREAM",,  43.492774, -80.573985,,,0,
2076,2076,"Activa / Grey Fox",,  43.413217, -80.508928,,,0,
2077,2077,"LAKE LOUISE / GLACIER",,  43.494614, -80.577225,,,0,
2078,2078,"LAKE LOUISE / OSPREY",,  43.496630, -80.572078,,,0,
2079,2079,"CONSERVATION / WESTMOUNT",,  43.494590, -80.568431,,,0,
2080,2080,"NORTHLAKE / CONSERVATION",,  43.495905, -80.566097,,,0,
2081,2081,"NORTHLAKE / TWINFLOWER",,  43.498628, -80.564643,,,0,
2082,2082,"NORTHLAKE / MONARCH",,  43.500209, -80.561390,,,0,
2083,2083,"NORTHLAKE / BLACK FOREST",,  43.502189, -80.556490,,,0,
2084,2084,"WEBER / NORTHFIELD",,  43.497610, -80.550661,,,0,
2088,2088,"NORTHFIELD / WISSLER",,  43.505109, -80.525876,,,0,
2091,2091,"FARMERS MARKET/ BENJAMIN",,  43.510056, -80.555888,,,0,
2092,2092,"KING / HENRY",,  43.532985, -80.554569,,,0,
2093,2093,"KING / CEDAR",,  43.537853, -80.553778,,,0,
2094,2094,"KING / FRONT",,  43.540580, -80.553374,,,0,
2097,2097,"BEVERLY / DUNDAS",,  43.366432, -80.305464,,,0,
2098,2098,"BEVERLY / SAMUELSON",,  43.368711, -80.304056,,,0,
2099,2099,"SAMUELSON / BEVERLY",,  43.370491, -80.303517,,,0,
2100,2100,"MOSCRIP / ELMWOOD",,  43.371250, -80.306927,,,0,
2101,2101,"ELMWOOD / BROCK",,  43.373225, -80.310386,,,0,
2102,2102,"ELMWOOD / JARVIS",,  43.374737, -80.313257,,,0,
2103,2103,"ELMWOOD / BROOKLYNE",,  43.376513, -80.316644,,,0,
2104,2104,"Avenue / Gail",,  43.378351, -80.310908,,,0,
2106,2106,"FRANKLIN / WINSTON",,  43.420719, -80.310586,,,0,
2107,2107,"FRANKLIN / WINSTON",,  43.420973, -80.310279,,,0,
2108,2108,"ELGIN / AVENUE",,  43.378450, -80.306388,,,0,
2109,2109,"ELGIN / WINTER",,  43.376762, -80.305704,,,0,
2110,2110,"ELGIN / GALT",,  43.373939, -80.303465,,,0,
2111,2111,"ELGIN / BRONSON",,  43.372065, -80.302742,,,0,
2113,2113,"CLYDE / FRANKLIN",,  43.371001, -80.295583,,,0,
2114,2114,"470 FRANKLIN",,  43.367680, -80.293021,,,0,
2120,2120,"CHALMERS / DUNDAS",,  43.362294, -80.301599,,,0,
2121,2121,"CHALMERS / MCNAUGHTON",,  43.360867, -80.300998,,,0,
2122,2122,"MCNAUGHTON / LINCOLN",,  43.360276, -80.302918,,,0,
2123,2123,"MCNAUGHTON / OAK",,  43.359968, -80.305649,,,0,
2124,2124,"MCNAUGHTON / SHADE",,  43.360646, -80.307579,,,0,
2125,2125,"MAIN / HARRIS",,  43.358881, -80.310486,,,0,
2126,2126,"GRAND / VICTORIA",,  43.352114, -80.317165,,,0,
2127,2127,"CROMBIE / GRAND",,  43.350925, -80.317178,,,0,
2128,2128,"MIDDLETON / FRANCIS",,  43.348247, -80.318096,,,0,
2129,2129,"FIRST / CAEN",,  43.346889, -80.319777,,,0,
2130,2130,"STANLEY / GLENMORRIS",,  43.347442, -80.322066,,,0,
2131,2131,"STANLEY / TAIT",,  43.346779, -80.325516,,,0,
2132,2132,"STANLEY / ST. ANDREWS",,  43.346490, -80.328505,,,0,
2133,2133,"ST. GREGORYS / CALEDON",,  43.348200, -80.328350,,,0,
2134,2134,"WOODSIDE / VICTORIA",,  43.349502, -80.329323,,,0,
2135,2135,"142 WOODSIDE",,  43.350247, -80.331968,,,0,
2136,2136,"WOODSIDE / CEDAR",,  43.350626, -80.333679,,,0,
2137,2137,"SOUTHGATE / DAY",,  43.352143, -80.334341,,,0,
2138,2138,"CHURCHILL / DALE",,  43.353337, -80.333772,,,0,
2139,2139,"HILLCREST / CHURCHILL",,  43.354031, -80.332259,,,0,
2140,2140,"HILLCREST / HIGHLAND",,  43.356106, -80.332940,,,0,
2141,2141,"SALISBURY / SOUTHGATE",,  43.356541, -80.336600,,,0,
2142,2142,"SALISBURY / MURRAY",,  43.356781, -80.339115,,,0,
2143,2143,"KENT / SALISBURY",,  43.355220, -80.341748,,,0,
2144,2144,"KENT / HILLSBORO",,  43.353397, -80.340966,,,0,
2145,2145,"KENT / SIM",,  43.352280, -80.340916,,,0,
2146,2146,"KENT / CEDAR",,  43.349877, -80.339486,,,0,
2147,2147,"CEDAR / SOUTHWOOD",,  43.350157, -80.336583,,,0,
2148,2148,"CEDAR / WOODSIDE",,  43.350567, -80.334271,,,0,
2149,2149,"WOODSIDE / CEDAR",,  43.349981, -80.332698,,,0,
2150,2150,"WOODSIDE / VICTORIA",,  43.349241, -80.329338,,,0,
2151,2151,"ST. GREGORYS / ST. ANDREWS",,  43.347900, -80.327922,,,0,
2152,2152,"STANLEY / BORDEN",,  43.346307, -80.328050,,,0,
2153,2153,"STANLEY / TAIT",,  43.346680, -80.325529,,,0,
2154,2154,"STANLEY / GLENMORRIS",,  43.347317, -80.322240,,,0,
2155,2155,"FIRST / CAEN",,  43.346816, -80.319704,,,0,
2156,2156,"MIDDLETON / FRANCIS",,  43.348580, -80.318056,,,0,
2157,2157,"CROMBIE / GRAND",,  43.350914, -80.316845,,,0,
2158,2158,"GRAND / CEDAR",,  43.353024, -80.317290,,,0,
2159,2159,"AINSLIE / VETERANS",,  43.354469, -80.313486,,,0,
2160,2160,"OAK / MAIN",,  43.357258, -80.307185,,,0,
2161,2161,"RICH / LINCOLN",,  43.358562, -80.302469,,,0,
2162,2162,"POLLOCK / LINCOLN",,  43.357963, -80.301587,,,0,
2163,2163,"POLLOCK / CHALMERS",,  43.358404, -80.300126,,,0,
2164,2164,"POLLOCK / ELGIN",,  43.358885, -80.297788,,,0,
